CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCPNO4536,PUENTE BAROTEN (EL FUERTE),PACÍFICO NORTE,SINALOA,EL FUERTE,RÍO FUERTE 2,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,-108.65543,26.39287,2022,<2,Excelente,<10,Excelente,<10,Excelente,3255,Contaminada,399,Buena calidad,,,109.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4537,RIO FUERTE 3,PACÍFICO NORTE,SINALOA,EL FUERTE,RÍO FUERTE 2,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,-108.62204,26.42439,2022,<2,Excelente,<10,Excelente,<10,Excelente,1607,Contaminada,98,Excelente,,,107.2,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4538,RIO FUERTE 4,PACÍFICO NORTE,SINALOA,EL FUERTE,RÍO FUERTE 2,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,-108.62314,26.43445,2022,<2,Excelente,<10,Excelente,<10,Excelente,2481,Contaminada,52,Excelente,,,93.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4539,PRESA MIGUEL HIDALGO Y COSTILLA 5,PACÍFICO NORTE,SINALOA,EL FUERTE,RÍO FUERTE 2,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,-108.54667,26.54078,2022,6.54,Aceptable,10.92,Buena calidad,46,Buena calidad,313,Aceptable,<3,Excelente,,,,,146.7,Contaminada,50.3,Buena calidad,31.8,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4540,PRESA MIGUEL HIDALGO Y COSTILLA 3,PACÍFICO NORTE,SINALOA,EL FUERTE,RÍO FUERTE 2,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,-108.56567,26.55989,2022,4.34,Buena calidad,<10,Excelente,40.9,Buena calidad,249,Aceptable,<3,Excelente,,,,,147.7,Contaminada,40.8,Aceptable,32.4,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4541,PRESA MIGUEL HIDALGO Y COSTILLA 1,PACÍFICO NORTE,SINALOA,EL FUERTE,RÍO FUERTE 2,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,-108.5768,26.54325,2022,4.94,Buena calidad,<10,Excelente,18.7,Excelente,98,Excelente,<3,Excelente,,,,,144.8,Contaminada,92.3,Excelente,62.8,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4542,PRESA MIGUEL HIDALGO Y COSTILLA 4,PACÍFICO NORTE,SINALOA,CHOIX,RÍO FUERTE 2,PRESA MIGUEL HIDALGO Y COSTILLA,LÉNTICO (HUMEDAL),PRESA,-108.54863,26.57691,2022,11.5,Aceptable,13.44,Buena calidad,56.1,Buena calidad,479,Aceptable,10,Excelente,,,,,148.7,Contaminada,,,84.6,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4543,PRESA LUIS DONALDO COLOSIO 2,PACÍFICO NORTE,SINALOA,CHOIX,RÍO FUERTE 1,PRESA LUIS DONALDO COLOSIO,LÉNTICO,PRESA,-108.36723,26.8453,2022,4.92,Buena calidad,10.92,Buena calidad,<10,Excelente,1464,Contaminada,<3,Excelente,,,,,141.2,Contaminada,30,Contaminada,21.5,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,OD%S,OD%M,OD%F,",SI,SI,SI,NO,SI,ND,NO,SI,LENTICO
OCPNO4544,PRESA LUIS DONALDO COLOSIO 3,PACÍFICO NORTE,SINALOA,CHOIX,RÍO FUERTE 1,PRESA LUIS DONALDO COLOSIO,LÉNTICO (HUMEDAL),PRESA,-108.38062,26.89038,2022,4.54,Buena calidad,10.08,Buena calidad,18.6,Excelente,620,Aceptable,<3,Excelente,,,,,132.2,Contaminada,23.1,Contaminada,20.1,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,OD%M,OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4545,PRESA LUIS DONALDO COLOSIO 4,PACÍFICO NORTE,SINALOA,CHOIX,RÍO FUERTE 1,PRESA LUIS DONALDO COLOSIO,LÉNTICO (HUMEDAL),PRESA,-108.3674,26.91922,2022,5.2,Buena calidad,<10,Excelente,<10,Excelente,246,Aceptable,<3,Excelente,,,,,85,Excelente,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4550,HIGUERA DE ZARAGOZA,PACÍFICO NORTE,SINALOA,AHOME,RÍO FUERTE 2,RIO FUERTE,LÓTICO (HUMEDAL),RÍO,-109.26871,25.94404,2022,<2,Excelente,12.66,Buena calidad,<10,Excelente,3255,Contaminada,211,Buena calidad,,,46.4,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4552W1,RH10-4 SINALOA,PACÍFICO NORTE,SINALOA,AHOME,RÍO FUERTE 2,RIO FUERTE,LÓTICO,RÍO,-109.34818,25.85551,2022,14.2,Aceptable,25.08,Aceptable,17.4,Excelente,3076,Contaminada,754,Aceptable,,,68.1,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4555W1,DESEMBOCADURA RIO SINALOA,PACÍFICO NORTE,SINALOA,GUASAVE,RÍO SINALOA 2,RIO SINALOA,LÓTICO - COSTERO,ESTUARIO,-108.49509,25.28194,2022,6.5,Aceptable,10.08,Buena calidad,156.6,Contaminada,22470,Fuertemente contaminada,520,Buena calidad,,,60.5,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,",SI,SI,NO,NO,SI,ND,SI,SI,COSTERO
OCPNO4557,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA 1,PACÍFICO NORTE,SINALOA,NAVOLATO,RÍO PERICOS 2,LAGUNA PLAYA COLORADA-SANTA MARIA LA REFORMA,COSTERO (HUMEDAL),LAGUNA,-108.02193,24.80133,2022,,,,,25.6,Buena calidad,439,Aceptable,,,<3,Excelente,,,133.1,Contaminada,,,110.4,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,",ND,ND,SI,SI,ND,SI,NO,SI,COSTERO
OCPNO4558,PUENTE EL GUAMUCHILITO,PACÍFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,DREN MARGEN DERECHA,LÓTICO,DREN,-107.72364,24.83999,2022,91,Contaminada,128.67,Contaminada,216,Contaminada,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,27.2,Contaminada,,,,,,,<1,No Toxico,35.71,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,",NO,NO,NO,NO,NO,ND,NO,NO,LOTICO
OCPNO4559,PUENTE LA PALMA,PACÍFICO NORTE,SINALOA,NAVOLATO,RÍO CULIACÁN,DREN MARGEN DERECHA,LÓTICO,DREN,-107.65428,24.83433,2022,97,Contaminada,116.46,Contaminada,151,Contaminada,24196,Fuertemente contaminada,24196,Fuertemente contaminada,,,26.1,Contaminada,,,,,,,<1,No Toxico,9.09,Toxicidad alta,,,,,,,,,Rojo,"DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,",NO,NO,NO,NO,NO,ND,NO,NO,LOTICO
OCPNO4560,PRESA DIQUE LA MARIQUITA 4,PACÍFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,-107.62775,25.00748,2022,14.1,Aceptable,16.64,Buena calidad,38.5,Buena calidad,20,Excelente,20,Excelente,,,,,98.8,Excelente,,,85.5,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4561,PRESA DIQUE LA MARIQUITA 3,PACÍFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,-107.63698,25.02358,2022,14.6,Aceptable,37.85,Aceptable,48.3,Buena calidad,4884,Contaminada,<3,Excelente,,,,,86.5,Excelente,,,85.4,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4562,PRESA DIQUE LA MARIQUITA 5,PACÍFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,PRESA DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,-107.62794,25.02704,2022,19.5,Aceptable,24.13,Aceptable,26.6,Buena calidad,7270,Contaminada,10,Excelente,,,,,69.5,Buena calidad,,,,,,,,,<1,No Toxico,,,<1,No Toxico,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4563,PRESA DIQUE LA MARIQUITA 2,PACÍFICO NORTE,SINALOA,MOCORITO,RÍO PERICOS 2,DIQUE LA MARIQUITA,LÉNTICO (HUMEDAL),PRESA,-107.64051,25.03546,2022,16.2,Aceptable,22.46,Aceptable,25,Excelente,5475,Contaminada,<3,Excelente,,,,,83.1,Excelente,,,71.8,Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4565,BAHÍA ENSENADA PABELLONES 1,PACÍFICO NORTE,SINALOA,CULIACÁN,GRUPO DE CORRIENTES PABELLONES,BAHÍA ENSENADA PABELLONES,COSTERO (HUMEDAL),BAHIA,-107.5288,24.37731,2022,,,,,35.7,Buena calidad,10,Excelente,,,<3,Excelente,,,109.5,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4567,RIO SAN LORENZO 4,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO - COSTERO (HUMEDAL),RÍO,-107.4015,24.26821,2022,,,,,41.6,Buena calidad,2143,Contaminada,,,457,Contaminada,,,87.7,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Rojo,"CF,ENT_FEC,",ND,ND,SI,NO,ND,NO,SI,SI,COSTERO
OCPNO4568,DESEMBOCADURA RIO SAN LORENZO,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RÍO SAN LORENZO,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,-107.4132,24.25007,2022,,,,,30.8,Buena calidad,295,Aceptable,,,41,Excelente,,,97.7,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCPNO4569,EL DORADO,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,-107.35151,24.31147,2022,<2,Excelente,<10,Excelente,<10,Excelente,727,Aceptable,134,Buena calidad,,,77.7,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPNO4570M1,RH10-3 SINALOA,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,-107.36681,24.29916,2022,<2,Excelente,<10,Excelente,<10,Excelente,2752,Contaminada,120,Excelente,,,65.7,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4573,RIO SAN LORENZO 5,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,-107.3195,24.35027,2022,<2,Excelente,<10,Excelente,12.4,Excelente,8164,Contaminada,5172,Fuertemente contaminada,,,66.3,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPNO4574,RIO SAN LORENZO 6,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO (HUMEDAL),RÍO,-107.22522,24.40696,2022,<2,Excelente,<10,Excelente,41.1,Buena calidad,2359,Contaminada,520,Buena calidad,,,81.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4576,PUENTE SAN LORENZO (PUENTE CARRETERA INTERNACIONAL),PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO,RÍO,-107.09562,24.44614,2022,11.3,Aceptable,14.21,Buena calidad,114.1,Aceptable,19863,Fuertemente contaminada,1014,Fuertemente contaminada,,,96.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPNO4578,RIO SAN LORENZO 7,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO,RÍO,-107.00619,24.44003,2022,<2,Excelente,<10,Excelente,15.8,Excelente,5172,Contaminada,2723,Fuertemente contaminada,,,120.7,Aceptable,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPNO4579,RIO SAN LORENZO 8,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 2,RIO SAN LORENZO,LÓTICO,RÍO,-106.95173,24.48826,2022,<2,Excelente,<10,Excelente,10.5,Excelente,2613,Contaminada,20,Excelente,,,119.8,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4580,PRESA JOSE LOPEZ PORTILLO 1,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,-106.80581,24.57212,2022,<2,Excelente,<10,Excelente,11.5,Excelente,63,Excelente,<3,Excelente,,,,,113.8,Buena calidad,39.8,Aceptable,25.7,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4581,PRESA JOSE LOPEZ PORTILLO 2,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,-106.79475,24.58537,2022,<2,Excelente,<10,Excelente,25.3,Buena calidad,41,Excelente,<3,Excelente,,,,,123.2,Aceptable,39.1,Aceptable,33,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4582,PRESA JOSE LOPEZ PORTILLO 3,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,-106.76237,24.60864,2022,<2,Excelente,<10,Excelente,26.7,Buena calidad,203,Aceptable,<3,Excelente,,,,,128.3,Aceptable,73.9,Excelente,29.1,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4583,PRESA JOSE LOPEZ PORTILLO 4,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,-106.74781,24.59264,2022,<2,Excelente,<10,Excelente,26,Buena calidad,203,Aceptable,<3,Excelente,,,,,134.7,Contaminada,63.7,Buena calidad,29.1,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"OD%S,OD%F,",SI,SI,SI,SI,SI,ND,NO,SI,LENTICO
OCPNO4584,PRESA JOSE LOPEZ PORTILLO 5,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO SAN LORENZO 1,PRESA JOSE LOPEZ PORTILLO,LÉNTICO (HUMEDAL),PRESA,-106.71886,24.62845,2022,<2,Excelente,22.46,Aceptable,268.2,Contaminada,689,Aceptable,20,Excelente,,,,,125.8,Aceptable,62.9,Buena calidad,27.8,Contaminada,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"SST,OD%F,",SI,SI,NO,SI,SI,ND,NO,SI,LENTICO
OCPNO4585,RIO ELOTA 7,PACÍFICO NORTE,SINALOA,CULIACÁN,RÍO HABITAS,RIO ELOTA,LÓTICO,RÍO,-106.60582,24.39827,2022,5.9,Buena calidad,10.92,Buena calidad,230.2,Contaminada,15531,Fuertemente contaminada,471,Buena calidad,,,106.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,",SI,SI,NO,NO,SI,ND,SI,SI,LOTICO
OCPNO4586,RIO ELOTA 6,PACÍFICO NORTE,SINALOA,COSALÁ,RÍO HABITAS,RIO ELOTA,LÓTICO,RÍO,-106.6459,24.33562,2022,7.1,Aceptable,<10,Excelente,801,Fuertemente contaminada,528,Aceptable,75,Excelente,,,116.2,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,",SI,SI,NO,SI,SI,ND,SI,SI,LOTICO
OCPNO4587,RIO ELOTA SALIDA DE PRESA EL SALTO,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RÍO ELOTA,RIO ELOTA,LÓTICO,RÍO,-106.68166,24.11846,2022,4.62,Buena calidad,12.42,Buena calidad,<10,Excelente,2613,Contaminada,86,Excelente,,,99.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4589,PRESA AURELIO BENASSINI VIZCAINO 3,PACÍFICO NORTE,SINALOA,ELOTA,RÍO HABITAS,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,-106.69051,24.14662,2022,<2,Excelente,<10,Excelente,<10,Excelente,1050,Contaminada,<3,Excelente,,,,,103.3,Excelente,46.3,Aceptable,44.4,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4590,PRESA AURELIO BENASSINI VIZCAINO 2,PACÍFICO NORTE,SINALOA,ELOTA,RÍO HABITAS,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,-106.6851,24.13018,2022,<2,Excelente,<10,Excelente,12.2,Excelente,960,Aceptable,<3,Excelente,,,,,99.6,Excelente,88.8,Excelente,40.1,Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCPNO4591,PRESA AURELIO BENASSINI VIZCAINO 1,PACÍFICO NORTE,SINALOA,ELOTA,RÍO HABITAS,PRESA AURELIO BENASSINI VIZCAINO,LÉNTICO (HUMEDAL),PRESA,-106.7261,24.13359,2022,<2,Excelente,<10,Excelente,<10,Excelente,12033,Fuertemente contaminada,<3,Excelente,,,,,95.9,Excelente,77.3,Excelente,53.1,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCPNO4592,RIO ELOTA 3,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),ARROYO,-106.69908,23.96,2022,9.6,Aceptable,13.25,Buena calidad,17.8,Excelente,12033,Fuertemente contaminada,537,Buena calidad,,,82.9,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4593,PUENTE INTERNACIONAL. (PUENTE ELOTA),PACÍFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,-106.71391,23.95843,2022,4.56,Buena calidad,14.14,Buena calidad,12,Excelente,24196,Fuertemente contaminada,19863,Fuertemente contaminada,,,93.4,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCPNO4594,RIO ELOTA 2,PACÍFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,-106.77063,23.93017,2022,<2,Excelente,12.48,Buena calidad,22,Excelente,63,Excelente,20,Excelente,,,91.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCPNO4597,RIO ELOTA 1,PACÍFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO,RÍO,-106.89177,23.90708,2022,<2,Excelente,<10,Excelente,174.2,Contaminada,3873,Contaminada,520,Buena calidad,,,86.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,",SI,SI,NO,NO,SI,ND,SI,SI,LOTICO
OCPNO4598,LA CRUZ,PACÍFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,RIO ELOTA,LÓTICO (HUMEDAL),RÍO,-106.91743,23.8989,2022,4.32,Buena calidad,15.81,Buena calidad,28.8,Buena calidad,24196,Fuertemente contaminada,142,Buena calidad,,,90.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCPNO4600,DESEMBOCADURA RIO ELOTA,PACÍFICO NORTE,SINALOA,ELOTA,RÍO ELOTA,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTERO,-106.93054,23.87909,2022,,,,,36.1,Buena calidad,24196,Fuertemente contaminada,,,<3,Excelente,,,102.2,Excelente,,,,,,,,,,,,,<1,No Toxico,,,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4601W1,SISTEMA LAGUNAR CEUTA 1,PACÍFICO NORTE,SINALOA,ELOTA,GRUPO DE CORRIENTES TEMPEHUAYA,CUERPO DE AGUA DEL HUMEDAL,LÉNTICO - COSTERO (HUMEDAL),LAGUNA,-106.97966,23.9312,2022,,,,,78.4,Aceptable,24196,Fuertemente contaminada,,,73,Excelente,,,115.4,Buena calidad,,,,,,,,,,,,,<1,No Toxico,,,Amarillo,"CF,",ND,ND,SI,NO,ND,SI,SI,SI,COSTERO
OCPNO4604,RIO PIAXTLA 1,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,-106.78793,23.72559,2022,4.1,Buena calidad,26.04,Aceptable,448.8,Fuertemente contaminada,24196,Fuertemente contaminada,2247,Fuertemente contaminada,,,111.3,Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
OCPNO4605,DIMAS,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO (HUMEDAL),RÍO,-106.77763,23.73387,2022,<2,Excelente,23.52,Aceptable,450,Fuertemente contaminada,24196,Fuertemente contaminada,8164,Fuertemente contaminada,,,104.8,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"SST,CF,E_COLI,",SI,SI,NO,NO,NO,ND,SI,SI,LOTICO
OCPNO4607,DESEMBOCADURA RIO PIAXTLA,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,TRANSICION RIO - MAR,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,-106.80186,23.70954,2022,<2,Excelente,<10,Excelente,13.9,Excelente,3654,Contaminada,295,Buena calidad,,,96.1,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,COSTERO
OCPNO4609,RIO PIAXTLA CARRETERA INTERNACIONAL,PACÍFICO NORTE,SINALOA,SAN IGNACIO,RÍO PIAXTLA 2,RIO PIAXTLA,LÓTICO,RÍO,-106.62,23.88507,2022,<2,Excelente,<10,Excelente,18.7,Excelente,2014,Contaminada,288,Buena calidad,,,107.3,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
